X,Y,Z,f=1/p
8.657707,-0.41202462,2.7817774,0
7.882019,1.6708412,4.148808,0
4.645198,1.4410079,6.044934,0
3.486454,0.595891,5.783977,0
5.0785294,1.3691849,5.7169423,0
5.2389345,2.1113555,6.502207,0
3.4816658,1.6780236,7.4143586,0
2.0619652,0.8329067,7.232407,0
6.076869,2.3435829,7.115096,0
7.0943613,3.169547,8.654502,0
3.146492,1.8336401,9.049528,0
0.5680476,0.9909172,9.071075,0
0.5656535,1.0411934,8.625772,0
2.612608,1.496072,8.594649,0
2.5790906,1.4577665,9.841975,0
0.8673099,0.42830408,10.569781,0
0.11795703,0.46900374,9.813245,0
0.7619696,0.9047297,8.759842,0
1.5831455,1.3165147,8.726325,0
1.1378431,1.0316169,9.444554,0
0.97983253,0.95979404,9.238662,0
-0.7534949,-2.174081,11.690219,0
0.42440167,0.7826307,10.184331,0
2.0595713,1.4769193,8.884335,0
1.7267914,0.64616704,9.765363,0
1.9398661,0.84487724,9.964074,0
1.8895901,0.44027454,10.648786,0
2.0236597,0.13622399,11.584878,0
1.7220032,-0.15346193,11.510661,0
1.8273435,-0.23246719,10.457258,0
3.2254972,0.3253578,8.467762,0
3.5774298,0.8951533,7.3880234,0
4.135255,1.0292228,6.1790037,0
4.5661926,0.75629556,6.478266,0
5.049801,0.9310647,6.3250437,0
5.703389,1.0052818,5.4990797,0
5.7656364,1.105834,4.785638,0
5.8709764,1.1992038,3.8830628,0
6.16545,0.9406413,3.9548857,0
6.692152,0.6365906,3.9453092,0
7.039296,1.0579519,2.9373937,0
7.446294,1.1345631,1.1825194,0
