X,Y,Z,rv=1/wave
23.328743,-1.1039191,6.2460384,1
23.927269,-1.3002353,5.1064477,1
22.809223,-2.0854995,2.7195308,1
21.006468,-3.3926775,1.6900684,1
18.746439,-5.4492083,1.6780978,1
14.396362,-8.082717,1.903143,1
8.4206915,-9.595787,1.0245088,1
1.9973245,-9.88308,-1.446201,1
-3.865823,-9.77774,-1.6520935,1
-8.534316,-9.076268,1.656551,1
-13.257873,-9.085844,4.682692,1
-19.03723,-9.234279,5.8127065,1
-22.633165,-6.8114505,7.1270666,1
-22.396149,-5.825082,6.3968663,1
-18.57756,-5.173887,4.3523064,1
-13.887521,-4.1923065,3.0738575,1
-9.858252,-4.1540008,1.5033286,1
-5.702097,-4.7908306,-0.021712244,1
-2.4676695,-5.4587846,-0.083958805,1
-0.27467516,-7.670932,-0.8309176,1
2.9358113,-9.511994,-0.44067958,1
6.6299057,-11.839058,-0.098323405,1
10.620869,-14.733523,0.24882092,1
16.677937,-15.779744,0.95508003,1
22.68952,-14.288221,1.8624434,1
27.875137,-11.599648,4.30203,1
34.06149,-7.4746156,7.8572664,1
30.331484,-5.4803314,5.0106835,1
25.11474,-7.0508604,2.3747804,1
24.41327,-6.497823,7.014544,1
23.242556,-5.3941436,10.033502,1
20.410337,-4.6615496,7.9673953,1
19.66338,-3.572235,5.3602214,1
21.628933,-3.282549,3.6101356,1
24.195408,-4.156395,3.581406,1
25.220081,-5.5353956,4.419341,1
25.619896,-6.1147676,6.767952,1
25.871277,-7.1274714,7.569975,1
25.387669,-9.03078,5.532597,1
22.059872,-11.429667,1.7331622,1
17.456018,-13.237212,-0.45504412,1
12.062117,-13.933894,-0.45983228,1
6.991414,-14.2954035,0.30867338,1
1.7603087,-14.364832,0.69651735,1
-3.5091026,-13.589145,0.6845469,1
-10.231731,-12.559682,1.2998302,1
-16.537788,-10.99873,2.867965,1
-22.02985,-9.224702,3.7058995,1
-25.316948,-7.3477283,4.6036863,1
-24.203693,-5.4731493,4.7497263,1
-19.305367,-4.132454,3.2438385,1
-13.396729,-4.0534487,1.9175078,1
-8.026767,-4.3886223,-1.0296279,1
-4.5888414,-5.114034,-2.5714276,1
-2.5538573,-6.6725926,-1.5323887,1
0.70690536,-8.657301,-1.0679334,1
5.542985,-10.881418,-0.3377333,1
10.532288,-12.533347,-1.0607512,1
14.568737,-13.306641,-2.3296235,1
20.580318,-12.444765,0.5480833,1
26.95341,-8.123417,5.2357283,1
26.840887,-7.09156,1.6254276,1
28.172005,-6.5073996,1.754709,1
30.661867,-4.4460807,6.1550627,1
24.494669,-6.713292,6.29392,1
22.074236,-6.761174,5.8845296,1
24.68141,-3.548294,6.5955763,1
25.153048,-1.7934196,4.981954,1
24.30793,-2.6600833,1.8887784,1
26.905527,-3.98402,2.6596782,1
29.00994,-4.8626537,5.518232,1
27.970901,-6.141103,5.9802933,1
28.186369,-6.497823,5.3267045,1
26.323761,-8.597448,3.5335245,1
22.88823,-11.592466,1.2663128,1
18.909237,-14.436655,-0.81415904,1
13.690104,-16.366299,-1.1229976,1
7.3840466,-17.390972,-0.24915162,1
2.1194236,-16.416574,0.4810485,1
-2.766932,-15.367959,-1.4845066,1
-8.220689,-14.297797,-2.2266772,1
-15.273704,-14.120634,0.71088195,1
-23.624321,-12.928373,3.885457,1
-27.998339,-10.132067,5.6163907,1
-27.21547,-7.9079475,6.602759,1
-21.122488,-6.435577,4.756909,1
-14.055108,-5.5784893,1.6996447,1
-8.383488,-5.731712,-1.3217078,1
-4.746852,-6.3302364,-3.21544,1
-2.9057899,-7.4291277,-2.8922367,1
-0.8636235,-9.322861,-1.5778766,1
4.5015516,-11.171104,-1.2690377,1
9.24905,-11.439243,-2.3798995,1
12.327861,-12.037768,-1.7741926,1
17.982721,-11.247716,0.10278088,1
19.27793,-10.275711,-0.064806014,1
20.69763,-11.297993,2.7554421,1
31.250816,-8.149752,8.120618,1
30.918037,-6.4858527,4.6515684,1
27.827255,-8.214393,0.7276406,1
43.654644,-4.9368706,12.669405,1
35.03828,-4.187518,11.206611,1
24.398905,-3.9313498,10.459652,1
21.159689,-3.7853098,8.956158,1
21.145325,-4.4508686,4.711421,1
21.830038,-4.589727,2.3268986,1
23.642372,-4.156395,3.7872987,1
24.109219,-5.183463,6.1119685,1
23.620823,-6.9191847,5.2860045,1
22.227457,-8.786582,2.551944,1
18.83981,-11.211804,0.40204322,1
15.157685,-12.753604,-0.9410461,1
11.597661,-13.423951,-0.7040304,1
7.932296,-13.603509,-0.330551,1
2.9094763,-15.1046095,-0.18211687,1
-2.8555136,-15.334442,-0.105505705,1
-10.677033,-14.235551,-0.043259144,1
-19.298185,-13.285094,2.137765,1
-26.71271,-12.114379,3.7274466,1
-30.897593,-10.977182,5.149541,1
-27.988762,-9.294131,4.9436483,1
-20.20076,-8.286216,2.920635,1
-12.16377,-7.9677997,-0.12944669,1
-7.205591,-8.30058,-2.3990524,1
-3.566561,-9.732251,-2.200342,1
0.67338794,-11.149557,-2.9066012,1
4.5039463,-12.899644,-2.82999,1
9.92658,-13.900377,-2.609733,1
14.958975,-13.658573,-2.9784243,1
18.973877,-13.048079,-0.6753012,1
23.12764,-11.783995,0.5576596,1
29.177526,-9.624517,2.8152947,1
33.216373,-5.6455245,8.441427,1
29.246956,-4.6998553,6.8780804,1
25.370909,-6.9790373,3.0570986,1
28.902205,-5.8298697,7.694468,1
29.895758,-4.5250864,10.390223,1
24.204983,-4.7094316,7.692074,1
23.12285,-3.7063046,7.471817,1
24.248077,-4.254553,5.8941054,1
25.63905,-5.585672,4.0195265,1
27.226337,-6.2105317,4.1919017,1
27.26943,-6.74681,6.4734774,1
25.552862,-8.398738,6.849351,1
22.074236,-11.199834,4.2278132,1
17.106482,-13.402404,0.88086295,1
11.16433,-14.242733,-0.052835524,1
7.039296,-13.902771,0.96944463,1
3.706711,-13.663362,0.4618957,1
0.34300232,-12.76318,-0.89555824,1
-3.664719,-11.499096,-2.197948,1
-7.7801743,-10.287683,-1.9537501,1
-11.447934,-9.691551,0.20572713,1
-16.798744,-9.665216,2.5974317,1
-23.076073,-8.638148,5.6403313,1
-25.862803,-7.0604367,7.7782617,1
-23.45434,-6.6725926,7.4359055,1
-17.756384,-6.8401794,5.534991,1
-12.027306,-7.594321,2.9134526,1
-7.174467,-8.358039,-0.3090041,1
-3.6216252,-9.212732,-1.2235498,1
0.60635316,-10.065031,-0.5651727,1
6.910015,-9.684369,-0.35449198,1
12.433201,-8.267063,-1.1493328,1
18.293953,-7.4099746,0.56723607,1
25.047707,-3.8307974,4.129655,1
24.372572,-1.826937,5.3314924,1
24.633528,-0.88845026,8.642531,1
24.899273,-0.3856895,10.387829,1
21.377554,-0.88126796,10.390223,1
19.404816,-0.6203112,9.461313,1
17.67867,0.045248255,8.867576,1
15.303725,-0.2181026,8.163712,1
13.48421,-0.56524694,7.423935,1
12.402079,-0.7687453,6.6673994,1
12.291949,-0.42638922,5.6882133,1
11.839465,-0.20134391,4.7521205,1
10.996742,-0.2109203,4.4839816,1
10.199507,-0.44554198,4.139231,1
9.306508,-0.615523,3.5622535,1
8.600249,-0.66819316,3.5431008,1
8.521244,-0.7735335,3.741811,1
8.763048,-0.94112045,3.7992692,1
9.158074,-0.9602732,3.962068,1
9.373543,-0.79508036,4.1871133,1
5.9667406,8.089419,1.0053562,0
5.0241985,8.170818,1.050844,0
5.151086,8.247431,1.2280073,0
5.2037563,8.247431,1.3046185,0
5.10081,8.132514,1.318983,0
5.0409575,8.067873,1.2902539,0
5.215727,8.173214,1.3141948,0
6.7591867,8.489235,1.3955942,0
6.9962025,8.836379,1.5057228,0
7.01775,8.999178,1.3596827,0
7.3289824,9.071001,1.0460558,0
8.289016,9.379839,0.80904007,0
8.008906,9.025513,1.0795732,0
7.7551317,8.781315,1.1825194,0
7.436717,8.616121,1.4530526,0
7.12309,8.587393,1.4506584,0
6.854951,8.690339,1.3572886,0
6.6562405,8.910596,1.074785,0
6.3881016,9.161976,0.7779168,0
5.9858932,9.219435,0.6007534,0
5.437645,9.128459,0.6199062,0
4.748144,8.886655,0.7491875,0
4.1041317,8.654427,1.050844,0
3.4720895,8.51557,1.2160368,0
2.7299187,8.381499,1.2495542,0
2.1050591,8.261795,1.3812296,0
1.4754109,8.307282,1.4554466,0
1.0564437,7.9936566,1.1561843,0
0.3884902,8.029568,0.9742328,0
-0.23636958,7.8643756,0.75397575,0
-0.8731998,7.845222,0.58160067,0
-1.3568077,7.780582,0.48583668,0
-1.8045043,7.6896057,0.47147208,0
-2.5658278,7.450196,0.4547134,0
-3.082953,7.134175,0.4882308,0
-3.7293599,6.8899765,0.66539407,0
-4.3207016,6.8444886,0.57441837,0
-4.866556,6.703237,0.5504774,0
-5.58718,6.494951,0.5792066,0
-6.113882,6.217235,0.42119604,0
-6.4011736,5.9083962,0.5073836,0
-6.9996986,5.65941,0.55526555,0
-7.516824,5.544493,0.4738662,0
-8.000432,5.2763543,0.69651735,0
-8.273358,4.8238697,1.1681548,0
-9.01553,4.38575,1.4410821,0
-10.140756,4.206192,1.196884,0
-10.541304,3.7584956,1.2351896,0
-10.181262,3.0282953,1.584728,0
-11.572233,2.0227737,1.802591,0
-11.732636,1.6085948,2.001301,0
-12.885127,1.9892564,1.9199018,0
-12.544431,2.7697327,1.4338998,0
-11.354564,3.5885146,0.639059,0
-10.361012,4.165492,0.0764458,0
-9.41295,4.5868535,-0.016924053,0
-9.017923,4.886116,-0.12944669,0
-8.778514,4.957939,-0.20845196,0
-8.39067,4.7999287,0.21290943,0
-8.096196,4.8238697,0.79467547,0
-7.5982227,4.8382344,1.2639188,0
-6.9613934,4.9004807,1.4937522,0
-6.480179,5.080038,1.4291116,0
-6.121064,5.1853786,1.1657608,0
-5.563239,5.2931128,1.0676028,0
-4.8809214,5.427182,1.125061,0
-4.040592,5.453518,1.318983,0
-3.0470414,5.6258926,1.4554466,0
-2.0534904,5.6354694,1.3692591,0
-0.9905106,5.99219,1.4338998,0
0.32863772,6.3058167,1.4745995,0
1.4035882,6.5691676,1.0460558,0
2.2822223,6.9211,0.81143415,0
3.4433603,7.285003,0.6223003,0
4.6571684,7.1461453,0.81382823,0
5.8949175,7.2299385,1.0604204,0
7.525298,7.5196247,0.9909915,0
9.289749,8.357559,0.79706955,0
10.273725,8.733433,0.6845469,0
11.044624,9.066212,0.7994636,0
11.607237,9.252952,1.0221149,0
12.102816,9.655161,1.0197207,0
12.619942,9.932876,0.8186164,0
12.926385,10.045399,0.82579875,0
12.904839,9.825142,0.9215627,0
12.584029,9.609673,0.9311391,0
12.107604,9.382233,0.8641043,0
11.602449,9.252952,0.9000157,0
11.097294,9.121277,0.85692203,0
10.21866,8.721461,0.79706955,0
9.426213,8.494022,1.0149325,0
8.8252945,8.570634,1.0628145,0
8.063971,8.36474,1.0412675,0
7.1159077,7.87874,0.8784689,0
5.835065,7.450196,0.4978072,0
4.537463,7.148539,0.22487992,0
3.464907,6.7391486,0.06686941,0
2.4138978,6.3824277,0.06686941,0
1.4634405,6.1071067,0.0716576,0
0.15386851,5.3146596,0.36852586,0
-1.6847994,4.4120846,0.7994636,0
-3.1356232,3.6340022,0.91198623,0
-5.1394844,3.4496567,1.2543423,0
-6.5160904,3.5166914,1.074785,0
-8.20393,2.94929,0.40683144,0
-9.132841,2.848738,0.0836281,0
-10.969113,3.430504,-0.21563423,0
-10.7249155,3.066601,-0.052835524,0
-10.428048,3.1599708,1.1346375,0
-10.1503315,3.1982763,2.0922768,0
-10.514235,3.0378718,2.3005636,0
-11.151066,2.9085903,2.113824,0
-11.859718,2.8942258,1.8672316,0
-12.506125,2.7362154,2.4035096,0
-12.284207,2.4345586,2.798536,0
-12.976102,2.1376905,2.8272653,0
-11.16763,1.9653156,2.7602305,0
-11.707963,2.075444,2.674043,0
-11.932275,2.3555534,2.2694402,0
-10.024912,2.6260867,1.7786499,0
-10.055302,2.7505798,1.5392401,0
-9.973168,2.9445016,1.5703634,0
-9.183117,3.193488,1.5990926,0
-8.594168,3.2844636,1.5105109,0
-8.041131,3.4209275,1.3525003,0
-7.3659954,3.5669675,1.2399778,0
-6.535243,3.6794903,1.2280073,0
-5.5823917,3.827924,1.2351896,0
-4.6271467,4.170281,1.1633667,0
-3.5809255,4.500666,1.0628145,0
-2.3599353,4.864569,1.1801254,0
-1.0096635,5.23326,1.0676028,0
0.57762396,5.7503858,1.0915437,0
1.9470485,6.478192,0.8928335,0
3.1201568,7.043199,0.33261436,0
4.192713,7.2873974,-0.019318134,0
5.4496145,7.615389,0.028563827,0
6.668211,7.9721093,0.10996318,0
7.929901,8.245036,0.25360912,0
9.182015,8.611334,0.57441837,0
10.256966,9.1811285,0.72285247,0
10.025472,9.655161,0.82340467,0
10.298398,9.837111,0.9742328,0
10.236153,9.729378,1.0412675,0
10.202634,9.85387,0.8210105,0
11.2457285,10.059763,0.5361128,0
11.252911,10.160315,0.2560032,0
11.3510685,10.10525,0.19375664,0
11.348674,9.940058,0.35655534,0
11.147571,9.734166,0.6582118,0
10.771696,9.489967,0.6558177,0
10.223448,9.202676,0.7276406,0
9.677593,8.994389,0.7779168,0
9.007246,8.752584,0.806646,0
8.073547,8.544299,0.54090095,0
7.1733656,8.340799,0.19136254,0
6.237273,8.156455,-0.19408736,0
5.1503525,7.8069167,-0.5460199,0
3.9556973,7.397526,-0.5867195,0
2.8951116,6.9187064,-0.19887555,0
1.8345258,6.4710097,0.37091994,0
0.67817616,5.920367,0.6606059,0
-0.4446562,5.443941,0.71088195,0
-1.8643568,4.7855644,0.56963015,0
-3.5019202,4.0481815,0.60554165,0
-5.206518,3.6100612,0.57441837,0
-6.719589,3.504721,0.21290943,0
-7.7442627,3.9308703,-0.009741753,0
-8.28054,3.6196377,-0.27069852,0
-8.778514,3.7345545,0.28712648,0
-9.221422,3.62682,0.56244785,0
-9.628419,3.5956967,0.5887829,0
-10.114421,3.4927504,0.83776915,0
-10.76801,3.2030644,0.8186164,0
-10.419205,2.848738,0.9742328,0
-11.388815,2.415406,1.4410821,0
-11.018463,2.1927547,1.8337142,0
-11.463765,2.21909,2.1473413,0
-11.755845,2.1664197,2.434633,0
-12.779786,2.2119074,2.6429198,0
-12.437429,2.3818886,2.7841716,0
-12.716805,2.654816,2.7171366,0
-11.833384,2.872679,2.5471556,0
-10.96672,3.0785713,2.1329768,0
-10.327496,3.2940402,1.6110631,0
-9.800794,3.4137452,1.1322433,0
-9.082563,3.7201898,0.7994636,0
-8.189566,4.036211,0.85692203,0
-7.459366,4.0314226,1.2782834,0
-6.8728113,4.0553637,1.6996447,0
6.742429,9.375051,2.2574697,0
7.1757603,9.592914,2.214376,0
7.379258,9.808383,1.874414,0
7.3098297,9.825142,1.4650232,0
7.120696,9.659948,1.3237712,0
6.943533,9.5857315,1.2519482,0
6.804675,9.559397,1.1346375,0
6.6945467,9.537849,1.0556322,0
6.562871,9.537849,0.9933857,0
6.321067,9.461239,0.80904007,0
6.0074396,9.420539,0.4403488,0
5.550167,9.255345,0.13390417,0
5.1766872,9.102124,0.0860222,0
4.836725,9.092546,-0.016924053,0
4.4153643,9.135641,-0.24915162,0
3.7019227,8.9058075,-0.33533916,0
2.9118702,8.546693,-0.6010841,0
2.1170297,8.249825,-1.1517268,0
1.2886714,7.7829757,-1.4007131,0
0.41003707,7.217968,-1.4581715,0
-0.5212673,6.449463,-1.0248396,0
-1.1509153,5.7479916,-0.18211687,0
-1.8882978,5.453518,-0.095929295,0
-2.9081838,5.147073,-0.22999883,0
-4.026228,4.6107945,-0.1342349,0
-5.651821,3.6866724,-0.14141718,0
-7.2175617,2.7936735,0.023775637,0
-8.318847,2.4776525,0.042928413,0
-9.197481,2.5279288,0.13390417,0
-9.9396515,2.5159583,0.8186164,0
-10.317919,1.8767338,2.140159,0
-10.71534,1.4864957,3.4186077,0
-10.119942,1.373973,4.371459,0
-10.158248,1.6301416,4.6300216,0
-10.558063,1.7737875,4.4839816,0
-12.161375,1.8240635,4.254148,0
-12.367268,1.8264577,4.2373896,0
-12.2954445,1.8647633,4.306818,0
-12.065611,1.879128,4.644386,0
-12.008153,1.759423,4.570169,0
-11.8094425,1.7929404,4.1440196,0
-11.459905,1.9389803,3.7058995,0
-10.933203,2.1807842,3.3970606,0
-10.456777,2.4776525,2.8895118,0
-10.152727,2.6691804,2.432239,0
-9.827128,2.8870435,2.0827005,0
-9.511107,3.0354774,1.9366605,0
-9.12087,3.236582,1.6589451,0
-8.6444435,3.4376862,1.4793876,0
-8.318847,3.6148496,1.3118007,0
-8.005219,3.8255303,1.0699967,0
-7.6556816,3.938053,1.0101444,0
-7.1936207,4.127187,0.6462413,0
-6.552002,4.230133,0.55526555,0
-5.606333,4.2181625,0.73003477,0
-4.471531,3.990723,0.71806425,0
-2.7717202,4.2468915,0.6558177,0
-0.9043231,4.967516,0.48583668,0
0.8385807,5.2859306,0.7491875,0
2.931023,5.8557262,0.99577975,0
4.8822136,7.2586684,0.67975867,0
6.117569,8.058297,0.6199062,0
6.9076214,8.52754,0.4738662,0
7.606698,9.418145,-0.002559453,0
7.977783,9.817959,-0.33533916,0
7.949054,9.659948,-0.17732868,0
7.8796253,9.327168,0.16502745,0
7.8844137,9.087759,0.6175121,0
7.7671022,8.77892,1.0676028,0
7.882019,8.788497,0.9287449,0
7.7790728,8.836379,0.99577975,0
7.470235,8.743009,1.2184309,0
7.743161,8.704702,1.6541568,0
7.987359,8.738221,1.7379503,0
7.745556,8.66161,1.7283739,0
7.2404013,8.56824,0.806646,0
7.144637,8.63288,0.030957937,0
7.1590014,8.505993,-0.46222642,0
7.606698,8.836379,-0.9625932,0
9.014428,9.734166,-1.0559629,0
10.367094,10.428454,-0.6920599,0
11.489926,10.327902,0.16981566,0
11.961564,10.02864,0.9574741,0
11.813129,9.69586,1.2112486,0
11.08293,9.066212,1.1442138,0
12.058255,8.596969,0.71088195,0
8.911482,8.307282,0.13869238,0
7.8461084,7.974504,0.0764458,0
6.8645277,7.8643756,-0.45504412,0
5.9523754,8.027173,-1.1996089,0
4.9229126,7.8907104,-1.9010797,0
3.9844265,7.3855553,-1.884321,0
2.758648,6.6457787,-1.1397564,0
1.5137166,6.171747,-0.37603888,0
0.41721937,5.75278,0.59596527,0
-0.78701234,5.6881394,0.5289305,0
-1.866751,5.7958736,-0.088747025,0
-3.15717,5.510976,-0.083958805,0
-4.3781605,4.622765,0.5025954,0
-5.287918,4.2995615,1.2854657,0
-6.073182,4.476725,1.5895163,0
-6.891964,4.6299477,1.4674171,0
-7.7849627,4.5964303,0.8186164,0
-8.893431,4.23971,0.2895206,0
-9.886982,3.9356587,0.057293013,0
-10.308343,3.6914608,0.14826876,0
-10.1096325,4.0003,0.5217482,0
-9.7696705,4.23971,1.0388736,0
-9.65236,4.0649405,1.7906204,0
-9.501532,3.993117,2.0994594,0
-9.427315,3.8566535,2.2502875,0
-9.31958,3.892565,2.3675983,0
-8.967648,4.1295805,2.3508394,0
-9.118476,3.9979055,2.918241,0
-9.381826,3.7561011,3.5383124,0
-9.4536495,4.170281,3.6292882,0
-9.501532,4.43842,4.079379,0
-9.549414,4.7592287,4.450464,0
-10.293978,4.206192,5.362616,0
-11.452722,3.2485526,5.7672186,0
-12.187711,2.5638402,5.781583,0
-12.077581,2.2885187,5.216576,0
-11.670585,2.025168,4.3570943,0
-11.263588,1.8695514,3.18638,0
-10.564511,1.8384283,2.2287407,0
-9.767277,2.049109,1.390806,0
-8.996377,2.5758107,0.6438472,0
-8.100984,3.0737832,0.2703678,0
-7.4138775,3.5933025,0.11475138,0
-6.616643,4.189433,0.045322508,0
-5.805043,4.7065587,0.14108647,0
-4.9934444,5.1614375,0.30627927,0
-3.8466704,5.534917,0.7898872,0
-2.3742998,6.2316,1.2567365,0
-1.3208963,7.076717,1.6876743,0
-0.78222406,7.30655,2.0994594,0
-0.391986,7.2083917,1.9151136,0
0.02698128,7.392738,1.1322433,0
0.66620564,7.4669547,0.23206222,0
